Row.names,p1p1x.x,p2p2x.x,h_cgvc.x,ang_NHs.x,ang_CHs.x,dist_NC.x,dist_NH.x,dist_CH.x,h_scvc.x,h_norm.x,h_sc_x.x,n_psi.x,r_curv.x,r3r3x.x,dfg,V16,V17,source,V19,p1p1x.y,p2p2x.y,h_cgvc.y,ang_NHs.y,ang_CHs.y,dist_NC.y,dist_NH.y,dist_CH.y,h_scvc.y,h_norm.y,h_sc_x.y,n_psi.y,r_curv.y,r3r3x.y
2E9V_A,0.121135105429913,0.130538768298002,0.0874982989189368,-0.112037671565365,-0.105876477731228,-0.0508166180498055,-0.122359476678702,-0.126389067159748,0.087195224399223,0.101295767496951,0.014725993701434,0.0105601469091618,0.0203309385180037,0.1112828687545,di,ci,1,training,ci-di,0.955312409,0.982715825,0.980624501,35.33326668,20.75561423,9.648683548,7.438396454,8.098643303,0.997333898,0.905982982,0.997829685,94.12612609,0.025950536,0.982435692
2EB2_A,0.137276996203259,0.139797059175622,0.074479529755525,-0.0229672514404806,-0.100760415095703,0.0656906318380553,-0.0705238777485719,-0.14499622965459,0.0845345914722405,0.00644427935646969,-0.00111157328922992,-0.185731361087985,-0.00983549325747667,0.118483920341586,di,ci,0.9665,test,ci-di,0.982748853,0.998943455,0.957123438,45.94635378,21.37553049,11.92095566,8.150465965,7.937309742,0.992599252,0.745811959,0.992216113,89.53997261,0.019099106,0.995147402
2EB3_A,0.128792515399172,0.119649833174182,0.0727755618554067,-0.0133504779241665,-0.0941841737203147,0.0719154189018233,-0.0767645545229543,-0.121992963413471,0.0838257526088847,0.0129953846921442,0.00535515796718547,-0.151978625437133,0.0406745355522684,0.102501524167292,di,ci,0.9585,test,ci-di,0.968327743,0.963630055,0.95404749,47.09222976,22.17237745,12.04235935,8.06473732,8.136759758,0.99133786,0.756874487,0.994508224,90.3285713,0.030570994,0.966934358
2ERK_A,0.112082697663474,0.136125152583484,0.0753633833188851,-0.101540669049184,-0.160832483563164,0.0195923121834112,-0.0718239695788387,-0.184648495965014,0.0793716380894065,0.136529523231861,0.0160973962773563,-0.195073939519993,-0.0156579580634547,0.118095621174262,di,ci,0.995,test,ci-di,0.939925991,0.992507457,0.958718942,36.58402537,14.09656331,11.02188778,8.132606506,7.593504429,0.98341168,0.965480485,0.998315774,89.32169267,0.017776702,0.994461954
2ERZ_E,0.145056995718484,0.134555701854942,0.0896657334264605,-0.12956017115437,-0.113412103745711,-0.0693834527995919,-0.139583662739071,-0.149926227691811,0.086266601386414,0.154131131214654,0.019209286630439,0.0226330539775807,-0.0139796411820724,0.114250395663572,di,ci,0.9995,test,ci-di,0.995972553,0.989756575,0.984537084,33.24539268,19.84251808,9.286569595,7.201786518,7.894564152,0.995681396,0.995203451,0.999418773,94.40819741,0.018157883,0.987674141
2ESM_A,0.11471736390281,0.123176598427691,0.0949884203006621,-0.0977872893857245,-0.133435799811204,-0.033700298930579,-0.141290714493012,-0.286013840531671,0.08694464428199,0.148486296835137,0.0105191457884688,-0.0829416085848663,-0.0267860794428314,0.104058567301012,di,ci,0.9965,test,ci-di,0.944404145,0.969811654,0.994145427,37.03125516,17.41623528,9.982507706,7.17833662,6.714615345,0.996887986,0.985671298,0.996338582,91.9415517,0.015249272,0.96968294
2ETK_A,0.124820986174555,0.122543581160597,0.0941621608288379,-0.0960951481648664,-0.132677426512177,-0.0310401891403355,-0.101359109448779,-0.283384680553386,0.0875129732408962,0.146469883264219,0.00903531443376233,-0.120813651612492,-0.0363820703380901,0.0978016085968136,di,ci,0.997,test,ci-di,0.961577317,0.968702122,0.99265389,37.23288037,17.50812781,10.03438854,7.726880074,6.737411499,0.997899338,0.98226628,0.995812643,91.05670954,0.013069821,0.958637797
2ETM_A,0.142372910300002,0.131144284482365,0.0625689290352837,-0.0419927745482153,-0.101315007570444,0.0600281243897548,-0.162274072934694,-0.135490678188772,0.07089322752196,0.023319216590979,0.0186190623441648,-0.14829621212482,0.00874714812393844,0.112056973968393,di,ci,0.99,test,ci-di,0.991410401,0.983777154,0.935622805,43.67938868,21.3083302,11.81051826,6.890086651,8.019727707,0.96832419,0.774307832,0.99920957,90.41460718,0.023319614,0.983802187
2ETR_A,0.127962615837311,0.120833476283345,0.0965365439636539,-0.114690977372391,-0.0884665993813493,-0.0245433322872792,-0.130374094628459,-0.333290379377529,0.0836538932161951,0.150642180938953,0.0119042316662003,-0.141614630859282,-0.0291471205259552,0.0955650130293068,di,ci,0.968,test,ci-di,0.966917159,0.965704706,0.99694005,35.01711497,22.86517923,10.16109848,7.328299046,6.304703712,0.991032033,0.989311833,0.996829521,90.5707156,0.01471303,0.95468963
2EU9_A,0.117475429240607,0.130405523575292,0.0820994141426052,-0.110653352185648,-0.111217364253385,-0.00753057929890748,-0.113407608260047,-0.0574283792813741,0.0775545765253037,0.0709259593229779,0.0154406147183015,0.0951143232282381,-0.00115890217381889,0.11872428528027,di,ci,1,test,ci-di,0.949092041,0.982482278,0.970878608,35.49821372,20.10845593,10.49290276,7.561368942,8.696567535,0.980178185,0.854698987,0.99808298,96.1016493,0.021069742,0.995571708
2EUF_B,0.138392077693402,0.139165524706569,0.0783652372044372,-0.0972261946566018,-0.166838019146097,-0.0310416560739838,-0.0945188575835973,-0.152916266849409,0.0849212921047708,0.111040706405081,0.00904955917414075,-0.134987819340632,0.00699395925636607,0.120665949364303,di,ci,0.9995,test,ci-di,0.984644162,0.997836522,0.964137792,37.09811178,13.3688691,10.03435993,7.820845127,7.868638992,0.993287393,0.922438779,0.995817692,90.72554438,0.022921428,0.998999245
2EVA_A,0.0815712983410917,0.0107312384657102,0.0781418208560498,-0.0657967966783354,-0.104479223095611,-0.0180368913993558,-0.134690736921752,-0.111456635151077,0.0812303569852036,0.048035322950135,-0.0287716879637626,-0.0113207085241749,-0.0180769902627273,0.045147629019107,di,ci,0.986,test,ci-di,0.888065629,0.772721098,0.963734488,40.84304683,20.92492038,10.28799534,7.269001007,8.228115082,0.986719305,0.8160447,0.982412079,93.61490193,0.017227289,0.865689967
2EWA_A,-0.928957364236734,0.00323795764132227,0.0924598692271699,-0.159378036777736,0.027723459154072,0.100545010188715,-0.101012582623055,-0.00387198293284638,0.083577212369084,0.133645670301882,0.0185621708429305,-0.087526684798961,0.0580892664108483,-0.811411617606709,other,ot,0.739,test,omega,-0.829534462,0.75958712,0.989580968,29.69247798,36.94399563,12.60072994,7.731640339,9.160928726,0.990895578,0.960610665,0.999189405,91.83442601,0.034526245,-0.646357629
2EXC_X,0.0699154238766181,-0.0879679195538715,0.0230050692855358,0.0882424413975098,-0.0216524776677763,0.0873783439287199,0.0830168485378255,-0.241351667952789,0.0432876443427487,0.00132910990374271,-0.0323303254250748,-0.303153203039099,-0.044183541972694,0.0877858633314071,di,ci,0.7095,test,ci-di,0.868254087,0.599724436,0.864203399,59.19742136,30.96108489,12.34393692,10.25966644,7.101859093,0.919199539,0.737174225,0.981150732,86.79652948,0.011297943,0.940957428
2EXM_A,0.00597833861927809,0.0175328313729642,-0.417383794984877,0.456914354661636,0.442212486079471,-0.0243427520557405,0.584810361494213,0.417433649178399,-0.484564140751746,-0.487793546788039,-0.0533141624771537,0.0710880447359592,0.0709432123888075,0.00611380322010834,di,co,0.9955,test,co-di,0.759579937,0.784642708,0.069227598,103.1261142,87.16787006,10.16501045,17.15284157,12.8138628,-0.020122574,-0.088783046,0.973713082,95.54029949,0.037445646,0.796785215
2F2C_B,0.143098200500352,0.139092011242424,0.0802727501701561,-0.125477462588725,-0.145483784889026,-0.0142610226469575,-0.0773890179542188,-0.239473028775303,0.0828057228569229,0.132722137041798,0.0155582826499644,-0.233027361187589,-0.00157724306743021,0.120961831983825,di,ci,0.995,test,ci-di,0.99264318,0.99770767,0.967581173,33.73186329,15.95637398,10.36163712,8.056159019,7.11814785,0.989522698,0.95905114,0.998124687,88.43494918,0.020974728,0.999521554
2F2U_A,0.131726796075702,0.132634003009302,0.0954209257975619,-0.0962345010631139,-0.111225424460958,0.014740537072136,-0.0758459441939472,-0.245443427842762,0.0878530753179686,0.149758035341262,0.0131414927436011,-0.0731974986220614,-0.0308574511804388,0.102057134598138,di,ci,0.998,test,ci-di,0.973315153,0.986388284,0.994926172,37.21627593,20.10747927,10.92726231,8.077356339,7.066381454,0.998504556,0.98781882,0.997268064,92.16921302,0.014324578,0.966149896
2F49_A,0.137986660746106,0.138098002541573,0.0829007185937449,-0.0897934323259343,-0.0575591327184574,0.107902573055146,-0.0732320147396562,-0.297594309397353,0.0662798800577328,0.140088450090953,-0.0197937491972002,-0.245944680413499,-0.00341031886928264,0.117863142337381,di,ci,0.9625,test,ci-di,0.983955073,0.995965404,0.972325097,37.98375433,26.61025479,12.74422646,8.113264084,6.614206791,0.960114652,0.971490269,0.985594279,88.13314902,0.020558398,0.994051569
2F4J_A,0.146493068891402,0.13530582992946,0.0712860648749327,-0.0803076209621312,-0.0895330172652531,-0.00677578733060001,-0.171261972167728,-0.102777058076613,0.0775592159820751,0.0843941456422957,0.0177115914107651,-0.0497491491601431,-0.00155943758009399,0.120354405006649,di,ci,1,training,ci-di,0.998413453,0.991071375,0.951358698,39.11402566,22.73596076,10.50762367,6.766619205,8.303371429,0.980186441,0.877442048,0.99888792,92.7170601,0.020978772,0.998449289
2F7E_E,0.146664686960368,0.140102734083883,0.0834274890111685,-0.106995703009355,-0.144077176910124,-0.0415809742327934,-0.12495556434355,-0.118248113971948,0.0842662054166281,0.150708524443969,0.0173009258998223,0.0629122343147216,-0.00812169748960687,0.120780946754283,di,ci,0.999,test,ci-di,0.998705153,0.999479232,0.973276006,35.93403685,16.12681348,9.828808784,7.402733803,8.169229507,0.992121654,0.989423864,0.998742361,95.34927991,0.019488345,0.999202245
2F7X_E,0.146896824373401,0.139612806542581,0.0865529042625673,-0.123209159484913,-0.138537907738862,-0.0609656799181415,-0.140011796748179,-0.115181576417717,0.0854563227338571,0.152563536361455,0.0180616977313286,0.0697270496536679,-0.0109196510651512,0.120625750695385,di,ci,0.999,test,ci-di,0.999099718,0.998620503,0.978917905,34.00214043,16.79800992,9.450743675,7.195905209,8.195817947,0.99423949,0.992556331,0.999012014,95.50850121,0.018852871,0.998928284
2F7Z_E,0.14602025375718,0.1381146413727,0.0856687770404384,-0.0952370599443354,-0.127671641968607,-0.0615282534843467,-0.146346785230002,-0.14964987642664,0.0872217877618183,0.146169588461983,0.000832428915975962,0.0434230025757761,-0.0167336093920161,0.120919468191633,di,ci,0.993,test,ci-di,0.997609807,0.995994568,0.977321907,37.33512492,18.11468161,9.439771652,7.108880997,7.896960258,0.997381168,0.981759187,0.992905158,94.89393363,0.017532399,0.999446771
2F9G_A,0.147162847088738,0.139098303577786,0.0921280684953034,-0.161221659497864,-0.0702897458917297,-0.0177731837984181,-0.160341048038989,-0.271499207777842,0.08652752980748,0.149035708297929,0.0183455966202303,-0.236672921210804,-0.0222501535586251,0.120656735410864,di,ci,0.996,test,ci-di,0.999551878,0.997718699,0.988982012,29.47280316,25.06767905,10.2931385,6.916640759,6.840464592,0.996145723,0.986599062,0.999112641,88.34977434,0.016279476,0.99898298
2FA2_A,0.136277220051636,0.133833497052671,0.0816123896145455,-0.0984885912865007,-0.0381709512481297,0.116639846238692,-0.0712174868312141,-0.339398761585981,0.0553566055821089,0.140612607661772,-0.0416772421835009,-0.189728316092805,-0.0166072758489552,0.110775322958663,di,ci,0.946,test,ci-di,0.981049529,0.988490718,0.969999447,36.94769231,28.95953192,12.91463184,8.140937805,6.251740932,0.940676481,0.972375388,0.977837749,89.44658778,0.017561092,0.981539743
2FB8_A,0.116580516023987,0.139221877307957,0.0771023834191692,-0.1319091194637,-0.145823666823406,-0.0650343508315084,-0.10053810847245,-0.0707251412526518,0.0792226742135821,0.100090747351362,0.0181149046156223,0.0558163150603454,0.0121658985571629,0.114071679522731,di,ci,1,training,ci-di,0.947570953,0.997935295,0.961858129,32.96550635,15.91519029,9.371391296,7.738158226,8.581277847,0.983146596,0.903948124,0.999030873,95.1834909,0.024096084,0.987358661
2FGI_A,0.0291613186927689,0.0275751173410984,0.0708372910843808,-0.0222201049603118,-0.0985387712996369,0.0483604320496023,-0.159052931756633,-0.104939802966408,0.0777581523593912,-0.0133712134791437,0.016367617507047,0.104201539491614,-0.0101729081230861,0.0262848869866063,di,ci,0.989,test,ci-di,0.798984152,0.802244499,0.950548586,46.03537919,21.64472835,11.58296013,6.934335709,8.284619331,0.980540452,0.712350515,0.998411553,96.31396296,0.019022472,0.832392371
2FH9_A,0.0446696093225902,-0.0706005045696327,-0.097506118082435,0.211823740583545,0.0345986353945512,0.0960675015860526,0.162607155697856,0.487028433429025,-0.096925890641738,-0.033056494061778,0.013733951498954,0.513680758747589,0.0556094868553003,-0.0259221838426694,di,co,0.8455,test,co-di,0.825343663,0.630165474,0.646660483,73.92261397,37.7770647,12.51340389,11.35300446,13.41728497,0.669686934,0.679108954,0.997478059,105.8810327,0.033963035,0.74023345
2FO0_A,-0.497130905975724,-0.887831319654978,0.0708580077179392,-0.061091253897264,0.0208880213561337,0.0856554654810562,-0.162909991206222,-0.0397902887824513,0.0726724310963297,0.0671503547221817,0.0177127848203866,0.239731106622871,0.0165757374629202,-0.432746715782589,other,ot,0.717,test,omega,-0.095557098,-0.802250019,0.950585983,41.40373056,36.11574169,12.31033516,6.881350994,8.849498749,0.971490316,0.84832331,0.998888343,99.48047486,0.025097651,0.022083412
2FUM_A,0.139675430788417,0.135680638370904,0.0858909020961331,-0.0833500872887655,-0.0749928605050443,-0.0234286980597106,-0.187855030132055,-0.0221032525961017,0.0813715361717528,0.089328331534079,0.0178058594856839,0.130218716088481,0.0270553454804669,0.12087781137847,di,ci,1,test,ci-di,0.986825483,0.991728327,0.97772288,38.75150396,24.49779994,10.18283749,6.538679123,9.002854347,0.986970536,0.885774164,0.998921333,96.9218281,0.02747779,0.999373236
2FVD_A,0.0920352061851905,0.100778903194267,-0.273189341275215,0.391027486117444,0.2455118235231,-0.0612065523203179,0.389397611190181,0.502634666862897,-0.20982663510225,-0.644567796559456,-0.000148700500648409,0.164954303415996,0.0226510366667211,0.0811399421005562,di,co,0.971,test,co-di,0.90585118,0.930553705,0.329522784,95.27543747,63.33353734,9.446045876,14.46844196,13.55259895,0.46877795,-0.353519978,0.9925574,97.73339013,0.026477479,0.929225666
2FYS_A,0.101970957509948,0.135887952250446,0.093493103362647,-0.19938980990459,-0.00985403782463509,0.0357002039941317,-0.171587810819318,-0.303481775497491,0.0701650851242587,0.14843077380413,-0.0448795438953017,-0.299122808117157,-0.0263093731832138,0.116687547812183,di,ci,0.9895,test,ci-di,0.922739021,0.9920917,0.991446129,24.92491954,32.39070865,11.33604431,6.762143135,6.563159466,0.967028447,0.985577539,0.976702704,86.8906956,0.015357542,0.991976342
2G01_A,0.147345095829244,0.134278074023152,0.0956209642639587,-0.201206589187358,0.0134948082975797,-0.00275352089686137,-0.0741954031600175,-0.203807206271305,0.0849916538274397,0.154138723075249,-0.0153789658801205,-0.122970235862781,-0.0235557792231276,0.111118734622602,di,ci,0.988,test,ci-di,0.999861647,0.989269958,0.995287275,24.70844322,35.2199018,10.58607101,8.100029945,7.427388668,0.993412603,0.995216271,0.987159084,91.00632312,0.015982941,0.982145953
2G1T_A,0.0163296162957841,-0.00593755784702208,-0.136275021267343,0.201305182329771,0.184466325835374,-0.0306720836504989,0.344256995791348,0.417846994023226,-0.210851472333945,-0.147748300777331,-0.035920166457111,0.0274065496087354,-0.00868701290665306,0.0311566953306243,di,co,0.9955,test,co-di,0.77717405,0.743504576,0.576676107,72.66928683,55.93661918,10.0415678,13.84834194,12.81744671,0.466954233,0.485434565,0.979878325,94.51972533,0.01935995,0.840992367
2G2F_A,-0.424654861032055,-0.888233977770768,0.0460091666357172,0.0064737120964005,0.0625692224974033,0.0407841478892724,-0.119402595686727,-0.0128604136337039,-0.0039676988249773,0.0259672960587584,-0.0411165512587404,0.161791057774986,-0.017713135745423,-0.446273999255321,other,ot,0.764,test,omega,0.02763076,-0.802955785,0.905729655,49.45435913,41.16627687,11.43519783,7.47901535,9.082994461,0.835107773,0.778779513,0.978036484,97.65948408,0.017309928,-0.001795726
2G2H_A,-0.48849994617867,-0.885220401559818,-0.0149074752867674,0.120376897847131,0.189255525621209,0.0656825634466221,-0.0167700410589917,-0.101286355660977,-0.0405815285376406,-0.0860738012784925,-0.0571972437202132,0.143086832252883,-0.0122811984642376,-0.42894223050488,other,ot,0.7475,test,omega,-0.080887017,-0.797673687,0.795764894,63.02636687,56.51692928,11.9207983,8.888886452,8.316296577,0.769952779,0.589581246,0.972336737,97.22247868,0.018543635,0.028799308
2G2I_A,0.143519188978094,0.134824176732139,0.056843604247543,-0.00238386757820134,-0.106329005246501,-0.0128734880000726,-0.128691792393582,-0.0667243436168428,0.0768671692998294,0.0259932593929286,-0.00678323699933554,0.00864170174433447,-0.00917873318996408,0.118922884073296,di,ci,0.989,test,ci-di,0.993358736,0.990227149,0.925287633,48.39894405,20.70078121,10.38869858,7.351408958,8.615966797,0.978954931,0.778823356,0.990205811,94.08130355,0.01924827,0.995922286
2G9X_A,0.126534108097196,0.134502891651801,0.0746730159224933,-0.149181757719291,-0.121355472145713,-0.0311696223208274,-0.145562613345704,-0.161968712019376,0.0722156401628385,0.140312527231888,0.0198130418683578,0.0630613453829156,0.00510091541852962,0.118340799575126,di,ci,0.9965,test,ci-di,0.964489118,0.989664011,0.957472713,30.9074043,18.88001555,10.03186417,7.119653225,7.790149689,0.970677448,0.971868657,0.999632772,95.35276374,0.022491478,0.994894757
2GCD_A,0.14072009650824,0.135652215317554,0.0594799297889182,-0.124705425439995,-0.111497427210277,-0.0290747267311764,-0.118267592639725,0.0516008893589272,0.0690230965515366,0.0710845622920756,0.0181353449293559,-0.173626459060912,0.019534631685992,0.117363688279074,di,ci,0.992,test,ci-di,0.988601106,0.991678508,0.930046643,33.82385452,20.07452054,10.07272148,7.494606972,9.641906738,0.964996257,0.854966812,0.999038118,89.82279146,0.025769678,0.993169904
2GDO_A,0.116586131117749,0.122885438280873,0.0936247282447671,-0.121030906818743,-0.0883555952055348,-0.0766978382353273,-0.142530824485875,-0.115998696426448,0.088569925336331,0.113608318072442,0.0150896986848266,0.14098073380715,0.0280822958952236,0.102791133480919,di,ci,0.9975,test,ci-di,0.947580497,0.969301318,0.991683734,34.26168771,22.87862967,9.143915176,7.161301136,8.188733101,0.999780204,0.926774578,0.997958599,97.17327181,0.027711032,0.967445593
2GFC_A,0.138572682618739,0.136226857467271,0.0908375580014651,-0.126824335771968,-0.116499973756549,-0.0888886924901503,-0.156131560798594,-0.141930517080806,0.0877920121770823,0.153137891409279,0.0170739354399508,0.0626696182548566,-0.00993831510360993,0.114548157895606,di,ci,0.999,test,ci-di,0.984951137,0.992685722,0.986652424,33.57137811,19.46835909,8.906153679,6.974466801,7.963891029,0.998395893,0.993526216,0.998661905,95.34361143,0.019075753,0.988199768
2GHG_A,0.147185070363744,0.138781907337934,0.085692202009464,-0.108137762066377,-0.112097879250526,-0.0272415826600205,-0.111953361779133,-0.0687737982656566,0.0852745460527588,0.12378124545676,0.0128396419269853,0.0799817101820729,-0.00504362450016095,0.119845884848691,di,ci,0.9995,test,ci-di,0.999589651,0.99716413,0.977364193,35.79795607,20.00176342,10.10847378,7.581346035,8.598196983,0.993916015,0.943953098,0.997161074,95.74809103,0.02018744,0.99755162
2GHL_A,-0.0396047925014123,-0.028984845279714,0.0918903421199599,-0.158213341783396,0.0074827537228126,0.0633354019283028,-0.105614659187869,-0.124604249930287,0.0833383736290049,0.134412129032198,0.0185740231214668,-0.0690596195056796,-0.00539076986206438,-0.00788401558304343,di,ci,0.985,test,ci-di,0.682102085,0.703108043,0.988552876,29.83125592,34.49141768,11.87502098,7.668421268,8.114118576,0.99047056,0.961904946,0.999193606,92.2658904,0.020108596,0.772075461
2GHM_A,-0.606167244708217,-0.0236823800203317,0.0896581695867245,-0.115762033880075,0.00188008987101962,0.0808305351017254,-0.112543877153809,-0.139342713500366,0.0791998388253354,0.130401029297945,-0.000702761371955082,-0.0129543680399391,-0.00144660785247823,-0.0148845678044762,di,ci,0.923,test,ci-di,-0.280886651,0.712402031,0.98452343,34.88949442,33.81253967,12.21623325,7.573234081,7.986328602,0.98310596,0.9551316,0.992361015,93.57673312,0.021004398,0.759717684
2GMX_A,0.135326413589257,0.139668072291229,0.0942191483285683,-0.211326201257004,0.006938384191906,0.00390704698191334,-0.130598818159226,-0.172017231984391,0.085077914793136,0.153280131609258,-0.0174218320568735,-0.0556928206099254,-0.0201766376336412,0.121020266519643,di,ci,0.997,test,ci-di,0.979433439,0.998717371,0.992756762,23.50265207,34.42545611,10.71597385,7.325212002,7.703023911,0.993566106,0.99376641,0.986434997,92.5781922,0.016750415,0.999624706
2GNF_A,0.145583931437369,0.13699455490143,0.0945652502239491,-0.120569096132593,-0.0975312517076629,-0.0669619170787465,-0.1302989785649,-0.150844044216518,0.0885983931464794,0.154226178703672,0.015307155974221,0.0308530443464086,-0.0133207677036,0.116499499321575,di,ci,0.999,test,ci-di,0.996868188,0.994031317,0.993381534,34.31671425,21.76681008,9.333797455,7.329330921,7.886606216,0.999830863,0.995363953,0.998035676,94.60024921,0.018307527,0.991644388
2GNG_A,0.144720991425953,0.136284437841413,0.0931506537592964,-0.119634595551962,-0.106683409765883,-0.0641055787892095,-0.133976960299828,-0.149869087559985,0.0886477750388302,0.153297234022205,0.0153119408979052,0.0312346550531501,-0.0154710488787589,0.115635172140613,di,ci,0.999,test,ci-di,0.995401445,0.992786647,0.99082795,34.42806363,20.65783781,9.389505386,7.27880621,7.895059586,0.999918739,0.99379529,0.998037372,94.60916516,0.017819153,0.990118628
2GNH_A,0.114613759421868,0.139089112968452,0.0946838608035266,-0.124565215079189,-0.0652822118310261,-0.0299306894369034,-0.119566851395994,-0.112560060743087,0.0884794328893495,0.155088407393358,0.0160828327301521,0.000784853492814362,-0.0102327660855826,0.110412250139975,di,ci,0.9995,test,ci-di,0.944228048,0.99770259,0.993595646,33.84056113,25.67444484,10.05602741,7.476758957,8.218547821,0.999619171,0.996819956,0.998310612,93.8977362,0.019008877,0.980898826
2GNI_A,0.128881974479935,0.137075097250484,0.0947764322526815,-0.124065647925538,-0.07632361302258,-0.0425788882775435,-0.133768100044157,-0.101746776176039,0.0886521728572282,0.154133675849988,0.0157875696475003,0.0300087849881392,-0.0187660238767717,0.11054937121502,di,ci,0.9995,test,ci-di,0.968479797,0.994172489,0.993762753,33.9000865,24.33655189,9.809346199,7.281675339,8.312304497,0.999926565,0.995207748,0.998205957,94.58052394,0.017070795,0.98114088
2GNJ_A,0.144325062598638,0.137212154230415,0.0951860008238256,-0.134073240656774,-0.0877372332893158,-0.0653596704147786,-0.140444686354816,-0.155439780890369,0.0885006852652749,0.155859867750396,0.0180673036531217,0.0171595114930582,-0.00860894438638634,0.115948455621356,di,ci,0.999,test,ci-di,0.994728483,0.994412718,0.994502093,32.70764289,22.95355694,9.365046501,7.189958572,7.846758842,0.99965699,0.998122683,0.999014001,94.2803136,0.019377681,0.990671654
2GNL_A,0.139722467200408,0.137418974034118,0.093174795559186,-0.117763440705253,-0.0867201736750736,-0.051696883093036,-0.126634881445132,-0.149474606314631,0.0885337352133248,0.154400260896177,0.0157909777771054,-0.0239436927916627,0.00308413577193699,0.114102954847378,di,ci,0.9995,test,ci-di,0.986905431,0.994775225,0.99087153,34.65101901,23.07679464,9.631515503,7.379664898,7.898479939,0.999715803,0.995657917,0.998207165,93.31997861,0.022033425,0.98741387
2GPH_A,0.145138242195117,0.135913837031965,0.0792623593403295,-0.186461868638428,-0.0361562707321122,0.0457126932117905,-0.0918078394842746,-0.293321560122981,0.0615704695390902,0.151083089790684,-0.0170862074658331,-0.221667037784892,-0.0181306488864085,0.115201442772861,di,ci,0.989,test,ci-di,0.996110648,0.99213707,0.965757248,26.46533404,29.20365192,11.53132057,7.858086586,6.6512537,0.951734168,0.990056374,0.986553958,88.7003717,0.017215102,0.989352984
2GQG_A,0.141261165272214,0.135391689013779,0.0527400738360509,-0.0256128651780744,-0.14946288198599,0.0259247729973432,-0.108837223521877,-0.179454465547923,0.0677199925025509,0.053481698868997,0.0123231946185083,-0.0998267529493567,-0.00892819272362055,0.118719618538897,di,ci,0.999,test,ci-di,0.989520763,0.991221866,0.917880072,45.63111861,15.47422449,11.14539146,7.62415266,7.638539314,0.962677359,0.825241726,0.996978021,91.5470473,0.019305173,0.99556347
2GS2_A,0.143625465688276,0.140293554045997,0.0699839842656172,-2.82711435301718e-05,-0.0976260626783829,0.0715721538644374,-0.0536385125066522,-0.157648996756916,0.081937391428054,-0.00412232271540163,-0.0091218345944314,-0.196621621438811,-0.000529242198926107,0.11481413099692,di,ci,0.9355,test,ci-di,0.993539375,0.999813695,0.949008224,48.67962253,21.75532178,12.03566456,8.382421494,7.827603817,0.987977486,0.72796866,0.989376903,89.28553264,0.021212751,0.988669279
2GS6_A,0.146000082603616,0.139170910475525,0.0697288816663833,-0.0305732722345254,-0.117182624217164,0.0439264915301162,-0.0504512152873274,-0.129652267919543,0.0802183456935944,0.0262636504366257,0.0123451612551861,-0.203288199703993,-0.00529779298865214,0.118192292625494,di,ci,0.9905,test,ci-di,0.997575522,0.997845962,0.948547721,45.04006681,19.38564194,11.4964838,8.426205635,8.070349693,0.984918412,0.779279952,0.996985807,89.12977475,0.020129713,0.994632604
2GS7_A,0.111777616981924,0.0422727741338057,-0.267086721370203,0.3018456906113,0.377741080210963,-0.0369569666429777,0.404091488144744,0.38311647629155,-0.200423326124645,-0.28582421302783,-0.0249068153866572,-0.108918108916024,0.0434496422747495,0.096278075589236,di,co,0.9375,test,co-di,0.939407444,0.828006072,0.340539037,84.64907956,79.35583263,9.918992043,14.67029285,12.51631546,0.485511314,0.252272592,0.98378197,91.33463692,0.031201279,0.955948369
2GSF_A,0.141336307746566,0.138749220741003,0.069142931709253,-0.0275172471395525,-0.0904528926428569,0.0993923336185952,-0.0564969512175424,-0.185627192194596,0.0702841594571788,0.0220925951740236,0.0194729821947514,-0.0870545078105159,-0.00572314336194677,0.116612006423248,di,ci,0.9795,test,ci-di,0.989648483,0.997106838,0.947489983,45.40420409,22.62449893,12.57824898,8.343154907,7.585018635,0.967240342,0.772236497,0.999512239,91.84545795,0.020033107,0.991842992
2GTM_A,-0.448589540602708,0.0728073935123997,0.0893749532576971,-0.154032062789747,0.0271706681892847,0.0864656107369815,-0.116071383696776,-0.128349759310035,0.0813524175188606,0.129609543483973,0.016618772395784,-0.0905632491847377,0.0004296387711674,-0.875731729474829,other,ot,1,training,omega,-0.013051122,0.881526156,0.984012177,30.32947158,36.87701363,12.32613564,7.524776459,8.081643105,0.986936514,0.953795057,0.998500574,91.76347974,0.021430533,-0.759899186
2GTN_A,-0.336252458665191,0.0531840596282669,0.0956159580811776,-0.16745122402094,0.0376328841371181,0.0779817761061007,-0.137405677399014,-0.135222961134594,0.0865098604228791,0.121183074477844,0.0184940449277159,-0.181620091720703,0.0114771555371255,-0.874686024218368,other,ot,0.7525,test,omega,0.177888719,0.847131017,0.995278238,28.73052631,38.14472637,12.16067314,7.231705666,8.02204895,0.99611428,0.939565695,0.999165258,89.63602828,0.023939656,-0.758053247
2GU8_A,0.14580327486162,0.137205667916086,0.0816964743180761,-0.121019136577819,-0.148726667119092,-0.0572346020183583,-0.131126678929556,-0.159131009947486,0.0809094865129144,0.15179253850388,0.0199070249920433,-0.0153362352686032,-0.0187771853284031,0.117627622017807,di,ci,0.9965,test,ci-di,0.997241007,0.994401349,0.970151234,34.26309018,15.56343207,9.523511887,7.317960739,7.814754009,0.98614831,0.991254385,0.999666084,93.52108319,0.01706826,0.993635815
